tweet.id,Label,Case_Folding,Data_Cleaning,Tokenize,Normalization,Stopword,Text
b'aku ingatkan dolok MoM tuk sik penting \xf0\x9f\xa4\xa3 tapi serious talk dekat KV ppks dolok eh arumbulak semua student pande pol\xe2\x80\xa6 https://t.co/2wQuDDwRfk',Positive,b'aku ingatkan dolok mom tuk sik penting \xf0\x9f\xa4\xa3 tapi serious talk dekat kv ppks dolok eh arumbulak semua student pande pol\xe2\x80\xa6 https://t.co/2wquddwrfk',aku ingatkan dolok mom tuk sik penting xf xa xa tapi serious talk dekat kv ppks dolok eh arumbulak semua student pande pol xe xa,"['aku', 'ingatkan', 'dolok', 'mom', 'tuk', 'sik', 'penting', 'xf', 'xa', 'xa', 'tapi', 'serious', 'talk', 'dekat', 'kv', 'ppks', 'dolok', 'eh', 'arumbulak', 'semua', 'student', 'pande', 'pol', 'xe', 'xa']","['aku', 'ingatkan', 'dolok', 'mom', 'untuk', 'sik', 'penting', 'xf', 'xa', 'xa', 'tapi', 'serious', 'talk', 'dekat', 'kv', 'ppks', 'dolok', 'eh', 'arumbulak', 'semua', 'student', 'pande', 'pol', 'xe', 'xa']","['ingatkan', 'dolok', 'mom', 'sik', 'serious', 'talk', 'ppks', 'dolok', 'arumbulak', 'student', 'pande', 'pol']",ingatkan dolok mom sik serious talk ppks dolok arumbulak student pande pol
"b'Al-Baqarah 41: Janganlah kamu jual ayat-ayat-Ku dengan harga murah, tp bagi kelompok yg jg menolak Permendikbudrist\xe2\x80\xa6 https://t.co/F7sdbkRSIQ'",Negative,"b'al-baqarah 41: janganlah kamu jual ayat-ayat-ku dengan harga murah, tp bagi kelompok yg jg menolak permendikbudrist\xe2\x80\xa6 https://t.co/f7sdbkrsiq'",al baqarah janganlah kamu jual ayat ayat ku dengan harga murah tp bagi kelompok yg jg menolak permendikbudrist xe xa,"['al', 'baqarah', 'janganlah', 'kamu', 'jual', 'ayat', 'ayat', 'ku', 'dengan', 'harga', 'murah', 'tp', 'bagi', 'kelompok', 'yg', 'jg', 'menolak', 'permendikbudrist', 'xe', 'xa']","['al', 'baqarah', 'janganlah', 'kamu', 'jual', 'ayat', 'ayat', 'ku', 'dengan', 'harga', 'murah', 'tapi', 'bagi', 'kelompok', 'yang', 'juga', 'menolak', 'permendikbudrist', 'xe', 'xa']","['al', 'baqarah', 'jual', 'ayat', 'ayat', 'ku', 'harga', 'murah', 'kelompok', 'menolak', 'permendikbudrist']",al baqarah jual ayat ayat ku harga murah kelompok menolak permendikbudrist
"b'Alhamdulillah, Permendikbud PPKS membuat korban aman dan bisa bersuara. Semoga korban mendapat keadilan dan pelaku\xe2\x80\xa6 https://t.co/JfrAIXxvYa'",Positive,"b'alhamdulillah, permendikbud ppks membuat korban aman dan bisa bersuara. semoga korban mendapat keadilan dan pelaku\xe2\x80\xa6 https://t.co/jfraixxvya'",alhamdulillah permendikbud ppks membuat korban aman dan bisa bersuara semoga korban mendapat keadilan dan pelaku xe xa,"['alhamdulillah', 'permendikbud', 'ppks', 'membuat', 'korban', 'aman', 'dan', 'bisa', 'bersuara', 'semoga', 'korban', 'mendapat', 'keadilan', 'dan', 'pelaku', 'xe', 'xa']","['alhamdulillah', 'permendikbud', 'ppks', 'membuat', 'korban', 'aman', 'dan', 'bisa', 'bersuara', 'semoga', 'korban', 'mendapat', 'keadilan', 'dan', 'pelaku', 'xe', 'xa']","['alhamdulillah', 'permendikbud', 'ppks', 'korban', 'aman', 'bersuara', 'semoga', 'korban', 'keadilan', 'pelaku']",alhamdulillah permendikbud ppks korban aman bersuara semoga korban keadilan pelaku
"b'Alhasil bagi kalangan yang mendukung Permen PPKS, menganggap bahwa Permen ini sebagai terobosan karena ""berperspekt\xe2\x80\xa6 https://t.co/Ty1JLMwN6S'",Positive,"b'alhasil bagi kalangan yang mendukung permen ppks, menganggap bahwa permen ini sebagai terobosan karena ""berperspekt\xe2\x80\xa6 https://t.co/ty1jlmwn6s'",alhasil bagi kalangan yang mendukung permen ppks menganggap bahwa permen ini sebagai terobosan karena berperspekt xe xa,"['alhasil', 'bagi', 'kalangan', 'yang', 'mendukung', 'permen', 'ppks', 'menganggap', 'bahwa', 'permen', 'ini', 'sebagai', 'terobosan', 'karena', 'berperspekt', 'xe', 'xa']","['alhasil', 'bagi', 'kalangan', 'yang', 'mendukung', 'permen', 'ppks', 'menganggap', 'bahwa', 'permen', 'ini', 'sebagai', 'terobosan', 'karena', 'berperspekt', 'xe', 'xa']","['alhasil', 'kalangan', 'mendukung', 'permen', 'ppks', 'menganggap', 'permen', 'terobosan', 'berperspekt']",alhasil kalangan mendukung permen ppks menganggap permen terobosan berperspekt
b'Anak Korban Covid-19 Kota #Madiun Dapat Bantuan Atensi Kemensos \xe2\x80\x93 #MadiunInfo #InformasiMadiun #beritamadiun\xe2\x80\xa6 https://t.co/yNPNZ1RiNd',Negative,b'anak korban covid-19 kota #madiun dapat bantuan atensi kemensos \xe2\x80\x93 #madiuninfo #informasimadiun #beritamadiun\xe2\x80\xa6 https://t.co/ynpnz1rind',anak korban covid kota madiun dapat bantuan atensi kemensos xe madiuninfo informasimadiun beritamadiun xe xa,"['anak', 'korban', 'covid', 'kota', 'madiun', 'dapat', 'bantuan', 'atensi', 'kemensos', 'xe', 'madiuninfo', 'informasimadiun', 'beritamadiun', 'xe', 'xa']","['anak', 'korban', 'covid', 'kota', 'madiun', 'dapat', 'bantuan', 'atensi', 'kemensos', 'xe', 'madiuninfo', 'informasimadiun', 'beritamadiun', 'xe', 'xa']","['anak', 'korban', 'covid', 'kota', 'madiun', 'bantuan', 'atensi', 'kemensos', 'madiuninfo', 'informasimadiun', 'beritamadiun']",anak korban covid kota madiun bantuan atensi kemensos madiuninfo informasimadiun beritamadiun
b'Aneh... apa yg salah dg khilafah? Jika memang itu memiliki seperangkat aturan komprehensif untuk menjaga kemuliaan\xe2\x80\xa6 https://t.co/vY2GGhFa2h',Positive,b'aneh... apa yg salah dg khilafah? jika memang itu memiliki seperangkat aturan komprehensif untuk menjaga kemuliaan\xe2\x80\xa6 https://t.co/vy2gghfa2h',aneh apa yg salah dg khilafah jika memang itu memiliki seperangkat aturan komprehensif untuk menjaga kemuliaan xe xa,"['aneh', 'apa', 'yg', 'salah', 'dg', 'khilafah', 'jika', 'memang', 'itu', 'memiliki', 'seperangkat', 'aturan', 'komprehensif', 'untuk', 'menjaga', 'kemuliaan', 'xe', 'xa']","['aneh', 'apa', 'yang', 'salah', 'dengan', 'khilafah', 'jika', 'memang', 'itu', 'memiliki', 'seperangkat', 'aturan', 'komprehensif', 'untuk', 'menjaga', 'kemuliaan', 'xe', 'xa']","['aneh', 'salah', 'khilafah', 'memiliki', 'seperangkat', 'aturan', 'komprehensif', 'menjaga', 'kemuliaan']",aneh salah khilafah memiliki seperangkat aturan komprehensif menjaga kemuliaan
b'Apa kemungkinan Permendikbud PPKS dicabut? Aplg ini politis selain serang Presiden jg sasar kursi kemendikbud. Sy b\xe2\x80\xa6 https://t.co/NP7sfbB7cM',Positive,b'apa kemungkinan permendikbud ppks dicabut? aplg ini politis selain serang presiden jg sasar kursi kemendikbud. sy b\xe2\x80\xa6 https://t.co/np7sfbb7cm',apa kemungkinan permendikbud ppks dicabut aplg ini politis selain serang presiden jg sasar kursi kemendikbud sy xe xa,"['apa', 'kemungkinan', 'permendikbud', 'ppks', 'dicabut', 'aplg', 'ini', 'politis', 'selain', 'serang', 'presiden', 'jg', 'sasar', 'kursi', 'kemendikbud', 'sy', 'xe', 'xa']","['apa', 'kemungkinan', 'permendikbud', 'ppks', 'dicabut', 'aplg', 'ini', 'politis', 'selain', 'serang', 'presiden', 'juga', 'sasar', 'kursi', 'kemendikbud', 'saya', 'xe', 'xa']","['permendikbud', 'ppks', 'dicabut', 'aplg', 'politis', 'serang', 'presiden', 'sasar', 'kursi', 'kemendikbud']",permendikbud ppks dicabut aplg politis serang presiden sasar kursi kemendikbud
b'Apa saja isi dari peraturan tersebut? \xf0\x9f\xa4\x94 Simak informasi berikut untuk lebih memahami hal-hal apa saja yang diatur o\xe2\x80\xa6 https://t.co/gFsfmKHTwz',Positive,b'apa saja isi dari peraturan tersebut? \xf0\x9f\xa4\x94 simak informasi berikut untuk lebih memahami hal-hal apa saja yang diatur o\xe2\x80\xa6 https://t.co/gfsfmkhtwz',apa saja isi dari peraturan tersebut xf xa simak informasi berikut untuk lebih memahami hal hal apa saja yang diatur xe xa,"['apa', 'saja', 'isi', 'dari', 'peraturan', 'tersebut', 'xf', 'xa', 'simak', 'informasi', 'berikut', 'untuk', 'lebih', 'memahami', 'hal', 'hal', 'apa', 'saja', 'yang', 'diatur', 'xe', 'xa']","['apa', 'saja', 'isi', 'dari', 'peraturan', 'tersebut', 'xf', 'xa', 'simak', 'informasi', 'berikut', 'untuk', 'lebih', 'memahami', 'hal', 'hal', 'apa', 'saja', 'yang', 'diatur', 'xe', 'xa']","['isi', 'peraturan', 'simak', 'informasi', 'memahami', 'diatur']",isi peraturan simak informasi memahami diatur
"b'@catchmeupid @farzis apakah bakal dipelintir menjadi ""Permendikbud PPKS menjadikan negara gaduh."" ???'",Positive,"b'@catchmeupid @farzis apakah bakal dipelintir menjadi ""permendikbud ppks menjadikan negara gaduh."" ???'",apakah bakal dipelintir menjadi permendikbud ppks menjadikan negara gaduh,"['apakah', 'bakal', 'dipelintir', 'menjadi', 'permendikbud', 'ppks', 'menjadikan', 'negara', 'gaduh']","['apakah', 'bakal', 'dipelintir', 'menjadi', 'permendikbud', 'ppks', 'menjadikan', 'negara', 'gaduh']","['dipelintir', 'permendikbud', 'ppks', 'menjadikan', 'negara', 'gaduh']",dipelintir permendikbud ppks menjadikan negara gaduh
"b'apalagi kalo artikelnya penuh kata2 mutiara macam ""merangsek, bergumul, dikorting, baku hantam, digilir, dan istila\xe2\x80\xa6 https://t.co/dxqdJm842r'",Negative,"b'apalagi kalo artikelnya penuh kata2 mutiara macam ""merangsek, bergumul, dikorting, baku hantam, digilir, dan istila\xe2\x80\xa6 https://t.co/dxqdjm842r'",apalagi kalo artikelnya penuh kata mutiara macam merangsek bergumul dikorting baku hantam digilir dan istila xe xa,"['apalagi', 'kalo', 'artikelnya', 'penuh', 'kata', 'mutiara', 'macam', 'merangsek', 'bergumul', 'dikorting', 'baku', 'hantam', 'digilir', 'dan', 'istila', 'xe', 'xa']","['apalagi', 'kalo', 'artikelnya', 'penuh', 'kata', 'mutiara', 'macam', 'merangsek', 'bergumul', 'dikorting', 'baku', 'hantam', 'digilir', 'dan', 'istila', 'xe', 'xa']","['kalo', 'artikelnya', 'penuh', 'mutiara', 'merangsek', 'bergumul', 'dikorting', 'baku', 'hantam', 'digilir', 'istila']",kalo artikelnya penuh mutiara merangsek bergumul dikorting baku hantam digilir istila
b'Artikel itu hanyalah satu dari tujuh laporan utama yang dirilis di Majalah Tempo. Keenam artikel yang lain disajika\xe2\x80\xa6 https://t.co/r8Hulw1Uqk',Positive,b'artikel itu hanyalah satu dari tujuh laporan utama yang dirilis di majalah tempo. keenam artikel yang lain disajika\xe2\x80\xa6 https://t.co/r8hulw1uqk',artikel itu hanyalah satu dari tujuh laporan utama yang dirilis di majalah tempo keenam artikel yang lain disajika xe xa,"['artikel', 'itu', 'hanyalah', 'satu', 'dari', 'tujuh', 'laporan', 'utama', 'yang', 'dirilis', 'di', 'majalah', 'tempo', 'keenam', 'artikel', 'yang', 'lain', 'disajika', 'xe', 'xa']","['artikel', 'itu', 'hanyalah', 'satu', 'dari', 'tujuh', 'laporan', 'utama', 'yang', 'dirilis', 'di', 'majalah', 'tempo', 'keenam', 'artikel', 'yang', 'lain', 'disajika', 'xe', 'xa']","['artikel', 'tujuh', 'laporan', 'utama', 'dirilis', 'majalah', 'tempo', 'keenam', 'artikel', 'disajika']",artikel tujuh laporan utama dirilis majalah tempo keenam artikel disajika
b'Artikel terbaru saya di Kolom @detikcom merespon untuk segera mengesahkan RUU TPKS dan poin penting Permendikbudris\xe2\x80\xa6 https://t.co/B0xGE2HfnZ',Positive,b'artikel terbaru saya di kolom @detikcom merespon untuk segera mengesahkan ruu tpks dan poin penting permendikbudris\xe2\x80\xa6 https://t.co/b0xge2hfnz',artikel terbaru saya di kolom merespon untuk segera mengesahkan ruu tpks dan poin penting permendikbudris xe xa,"['artikel', 'terbaru', 'saya', 'di', 'kolom', 'merespon', 'untuk', 'segera', 'mengesahkan', 'ruu', 'tpks', 'dan', 'poin', 'penting', 'permendikbudris', 'xe', 'xa']","['artikel', 'terbaru', 'saya', 'di', 'kolom', 'merespon', 'untuk', 'segera', 'mengesahkan', 'ruu', 'tpks', 'dan', 'poin', 'penting', 'permendikbudris', 'xe', 'xa']","['artikel', 'terbaru', 'kolom', 'merespon', 'mengesahkan', 'ruu', 'tpks', 'poin', 'permendikbudris']",artikel terbaru kolom merespon mengesahkan ruu tpks poin permendikbudris
"b'Audiensi dengan DDII Jabar, Yod Mintaraga Minta Permendikbud Tentang PPKS untuk di Revisi  https://t.co/E2RH6omidt'",Negative,"b'audiensi dengan ddii jabar, yod mintaraga minta permendikbud tentang ppks untuk di revisi  https://t.co/e2rh6omidt'",audiensi dengan ddii jabar yod mintaraga minta permendikbud tentang ppks untuk di revisi,"['audiensi', 'dengan', 'ddii', 'jabar', 'yod', 'mintaraga', 'minta', 'permendikbud', 'tentang', 'ppks', 'untuk', 'di', 'revisi']","['audiensi', 'dengan', 'ddii', 'jabar', 'yod', 'mintaraga', 'meminta', 'permendikbud', 'tentang', 'ppks', 'untuk', 'di', 'revisi']","['audiensi', 'jabar', 'mintaraga', 'permendikbud', 'ppks', 'revisi']",audiensi jabar mintaraga permendikbud ppks revisi
"b'Ayo, dukung pengimplementasian Permendikbudristek PPKS demi mewujudkan pemenuhan hak atas keadilan bagi setiap oran\xe2\x80\xa6 https://t.co/FVPwRKVmFv'",Positive,"b'ayo, dukung pengimplementasian permendikbudristek ppks demi mewujudkan pemenuhan hak atas keadilan bagi setiap oran\xe2\x80\xa6 https://t.co/fvpwrkvmfv'",ayo dukung pengimplementasian permendikbudristek ppks demi mewujudkan pemenuhan hak atas keadilan bagi setiap oran xe xa,"['ayo', 'dukung', 'pengimplementasian', 'permendikbudristek', 'ppks', 'demi', 'mewujudkan', 'pemenuhan', 'hak', 'atas', 'keadilan', 'bagi', 'setiap', 'oran', 'xe', 'xa']","['ayo', 'dukung', 'pengimplementasian', 'permendikbudristek', 'ppks', 'demi', 'mewujudkan', 'pemenuhan', 'hak', 'atas', 'keadilan', 'bagi', 'setiap', 'oran', 'xe', 'xa']","['ayo', 'dukung', 'pengimplementasian', 'permendikbudristek', 'ppks', 'mewujudkan', 'pemenuhan', 'hak', 'keadilan', 'oran']",ayo dukung pengimplementasian permendikbudristek ppks mewujudkan pemenuhan hak keadilan oran
"b'Ayo Medan, jangan terima anak didik dirasuki seperti ini.\n\nhttps://t.co/fI3ZinSz53\n\nSejumlah mahasiswa menggelar de\xe2\x80\xa6 https://t.co/Nq7ZAk4fWd'",Negative,"b'ayo medan, jangan terima anak didik dirasuki seperti ini.\n\nhttps://t.co/fi3zinsz53\n\nsejumlah mahasiswa menggelar de\xe2\x80\xa6 https://t.co/nq7zak4fwd'",ayo medan jangan terima anak didik dirasuki seperti ini mahasiswa menggelar de xe xa,"['ayo', 'medan', 'jangan', 'terima', 'anak', 'didik', 'dirasuki', 'seperti', 'ini', 'mahasiswa', 'menggelar', 'de', 'xe', 'xa']","['ayo', 'medan', 'jangan', 'terima', 'anak', 'didik', 'dirasuki', 'seperti', 'ini', 'mahasiswa', 'menggelar', 'dek', 'xe', 'xa']","['ayo', 'medan', 'terima', 'anak', 'didik', 'dirasuki', 'mahasiswa', 'menggelar']",ayo medan terima anak didik dirasuki mahasiswa menggelar
b'Baca selengkapnya di https://t.co/ZWrAMszHsd\n\n#pers #mahasiswa #persma #lpminstitut #uinjakarta #permendikbud #ppks\xe2\x80\xa6 https://t.co/CLcxyss2Xw',Positive,b'baca selengkapnya di https://t.co/zwramszhsd\n\n#pers #mahasiswa #persma #lpminstitut #uinjakarta #permendikbud #ppks\xe2\x80\xa6 https://t.co/clcxyss2xw',baca selengkapnya di mahasiswa persma lpminstitut uinjakarta permendikbud ppks xe xa,"['baca', 'selengkapnya', 'di', 'mahasiswa', 'persma', 'lpminstitut', 'uinjakarta', 'permendikbud', 'ppks', 'xe', 'xa']","['baca', 'selengkapnya', 'di', 'mahasiswa', 'persma', 'lpminstitut', 'uinjakarta', 'permendikbud', 'ppks', 'xe', 'xa']","['baca', 'selengkapnya', 'mahasiswa', 'persma', 'lpminstitut', 'uinjakarta', 'permendikbud', 'ppks']",baca selengkapnya mahasiswa persma lpminstitut uinjakarta permendikbud ppks
